2,50,2
1,51,3
2,50,2
4,48,4
2,50,2
0,54,0
2,50,2
3,45,4
2,50,2
3,51,4
2,50,2
7,44,3
2,50,2
3,51,7
2,50,2
1,51,4
2,50,2
3,43,0
2,50,2
5,44,3
43,7,55
46,6,54
43,7,55
40,9,51
43,7,55
48,9,56
43,7,55
40,4,58
43,7,55
42,0,57
43,7,55
47,10,51
43,7,55
47,10,56
43,7,55
45,12,58
43,7,55
41,3,57
43,7,55
46,8,56
43,7,55
44,8,48
43,7,55
44,12,56
43,7,55
39,3,54
43,7,55
46,4,49
43,7,55
39,9,59
43,7,55
45,5,56
43,7,55
39,4,54
43,7,55
41,12,51
43,7,55
38,8,51
43,7,55
42,4,56
43,7,55
40,6,59
43,7,55
46,13,56
43,7,55
42,6,53
43,7,55
41,4,58
43,7,55
49,8,50
43,7,55
41,6,49
29,42,42
32,46,40
29,42,42
33,38,45
29,42,42
31,36,43
29,42,42
32,37,44
29,42,42
34,41,46
29,42,42
25,37,46
29,42,42
26,38,45
29,42,42
31,43,38
29,42,42
34,39,38
29,42,42
23,39,39
29,42,42
36,45,44
29,42,42
32,39,43
29,42,42
23,40,46
29,42,42
34,44,39
29,42,42
24,43,38
29,42,42
33,36,44
29,42,42
26,39,47
29,42,42
22,41,45
29,42,42
32,45,47
29,42,42
31,45,36
29,42,42
30,44,41
29,42,42
31,46,46
29,42,42
26,45,39
29,42,42
34,37,43
29,42,42
31,46,47
29,42,42
25,46,47
18,29,27
19,31,20
18,29,27
19,34,21
18,29,27
23,31,32
18,29,27
17,28,29
18,29,27
14,26,26
18,29,27
16,30,34
18,29,27
17,33,22
18,29,27
25,28,26
18,29,27
17,26,20
18,29,27
16,23,25
18,29,27
20,31,21
18,29,27
16,30,26
18,29,27
24,27,28
18,29,27
14,28,33
18,29,27
17,35,23
18,29,27
15,30,31
18,29,27
15,27,21
18,29,27
22,28,28
18,29,27
12,27,29
18,29,27
12,33,24
13,16,31
15,13,38
13,16,31
8,11,33
13,16,31
9,14,35
13,16,31
10,19,37
13,16,31
18,21,30
13,16,31
11,21,33
13,16,31
7,11,32
13,16,31
10,21,27
13,16,31
14,18,25
13,16,31
10,12,32
13,16,31
11,18,36
13,16,31
14,13,27
13,16,31
14,20,37
13,16,31
15,21,36
13,16,31
11,17,38
13,16,31
20,17,28
13,16,31
10,18,38
13,16,31
16,10,27
13,16,31
8,17,37
13,16,31
12,11,37
13,16,31
12,17,37
13,16,31
16,22,34
13,16,31
12,23,28
13,16,31
11,15,35
13,16,31
18,20,30
13,16,31
17,11,33
22,9,33
19,5,30
22,9,33
20,5,30
22,9,33
28,7,32
22,9,33
27,12,31
22,9,33
20,14,31
22,9,33
18,8,29
22,9,33
23,7,34
22,9,33
26,6,28
22,9,33
19,4,29
22,9,33
24,12,27
22,9,33
20,7,26
22,9,33
18,10,35
22,9,33
25,4,32
22,9,33
17,6,37
22,9,33
24,11,39
22,9,33
27,10,30
22,9,33
25,15,34
22,9,33
21,4,32
22,9,33
28,12,31
22,9,33
16,5,31
22,9,33
26,14,31
22,9,33
26,8,37
22,9,33
26,12,37
21,59,44
14,58,47
21,59,44
20,54,50
21,59,44
20,55,47
21,59,44
27,57,46
21,59,44
18,57,46
21,59,44
17,58,46
21,59,44
27,56,47
21,59,44
26,57,46
21,59,44
17,55,45
21,59,44
17,56,38
21,59,44
18,56,46
21,59,44
16,57,49
21,59,44
15,58,46
21,59,44
23,56,47
37,38,44
31,36,43
37,38,44
34,41,46
37,38,44
40,42,46
37,38,44
39,44,43
37,38,44
34,39,38
37,38,44
35,32,48
37,38,44
32,39,43
37,38,44
34,35,43
37,38,44
35,42,49
37,38,44
34,37,43
37,38,44
33,34,46
37,38,44
41,41,47
37,38,44
38,36,47
37,38,44
32,36,42
35,30,53
29,31,51
35,30,53
30,34,49
35,30,53
40,26,54
35,30,53
29,31,54
35,30,53
38,24,54
35,30,53
37,26,58
35,30,53
29,33,57
35,30,53
38,25,52
35,30,53
38,29,50
35,30,53
39,27,56
35,30,53
31,27,54
35,30,53
40,27,48
35,30,53
40,25,55
35,30,53
39,27,56
35,30,53
36,33,57
35,30,53
40,26,49
35,30,53
38,32,52
35,30,53
31,32,58
35,30,53
31,26,57
35,30,53
34,26,49
35,30,53
34,27,49
35,30,53
30,28,55
46,31,20
45,36,19
46,31,20
50,29,21
46,31,20
45,26,15
46,31,20
44,33,13
46,31,20
50,25,19
46,31,20
47,34,26
46,31,20
44,35,21
46,31,20
48,36,17
46,31,20
45,26,26
46,31,20
43,35,23
46,31,20
47,24,22
46,31,20
48,27,18
46,31,20
47,33,23
46,31,20
49,32,27
46,31,20
40,32,22
46,31,20
43,28,26
46,31,20
49,30,24
46,31,20
47,38,19
46,31,20
53,33,22
46,31,20
43,30,16
56,33,2
55,28,5
56,33,2
57,27,6
56,33,2
58,32,8
56,33,2
53,29,8
56,33,2
58,34,5
56,33,2
52,34,0
56,33,2
55,27,3
56,33,2
51,31,4
56,33,2
55,32,5
56,33,2
53,31,3
50,16,1
55,14,4
50,16,1
43,13,3
50,16,1
46,10,4
50,16,1
49,23,0
50,16,1
53,22,5
50,16,1
46,13,4
50,16,1
53,12,7
50,16,1
45,15,6
50,16,1
56,15,4
50,16,1
47,17,2
45,45,44
48,48,49
45,45,44
47,39,48
45,45,44
43,46,51
45,45,44
40,42,46
45,45,44
49,47,38
45,45,44
39,44,43
45,45,44
42,47,50
45,45,44
43,47,40
45,45,44
48,39,40
45,45,44
47,40,40
45,45,44
46,51,43
45,45,44
51,46,43
45,45,44
43,50,39
45,45,44
48,42,45
45,45,44
41,41,47
45,45,44
41,50,47
45,45,44
42,51,47
27,56,5
26,51,1
27,56,5
30,54,7
27,56,5
29,59,11
27,56,5
29,55,6
27,56,5
23,55,11
27,56,5
22,53,1
27,56,5
23,54,4
27,56,5
32,57,10
27,56,5
34,57,3
27,56,5
32,54,7
27,56,5
22,57,0
27,56,5
21,59,4
27,56,5
29,52,9
27,56,5
28,51,11
27,56,5
24,57,10
27,56,5
32,57,3
27,56,5
22,54,2
27,56,5
29,55,1
46,9,13
52,11,17
46,9,13
49,6,10
46,9,13
51,5,14
46,9,13
43,16,12
46,9,13
49,10,11
46,9,13
41,6,8
46,9,13
52,12,17
46,9,13
52,13,11
46,9,13
44,6,12
46,9,13
49,14,10
46,9,13
43,14,9
46,9,13
52,6,17
46,9,13
47,2,15
46,9,13
42,14,12
46,9,13
50,11,10
46,9,13
47,7,11
46,9,13
52,7,12
46,9,13
41,8,9
46,9,13
45,7,19
46,9,13
42,10,17
46,9,13
48,6,7
46,9,13
43,15,15
46,9,13
42,13,12
46,9,13
44,12,8
17,24,15
20,21,9
17,24,15
16,19,21
17,24,15
20,26,18
17,24,15
12,30,16
17,24,15
18,25,14
17,24,15
23,23,20
17,24,15
20,23,22
17,24,15
13,19,11
17,24,15
24,26,18
17,24,15
15,17,12
17,24,15
10,23,14
17,24,15
21,19,19
17,24,15
20,20,16
17,24,15
13,18,16
17,24,15
15,17,14
17,24,15
12,23,12
17,24,15
14,22,8
17,24,15
11,27,17
17,24,15
16,27,12
17,24,15
18,31,13
17,24,15
20,27,17
17,24,15
23,22,11
17,24,15
19,25,16
17,24,15
20,27,13
17,24,15
12,27,20
17,24,15
18,26,12
17,24,15
14,22,11
17,24,15
18,22,10
17,24,15
18,28,12
17,24,15
19,29,17
17,24,15
12,25,20
17,24,15
15,27,21
17,24,15
21,23,14
17,24,15
11,23,10
42,45,14
40,49,17
42,45,14
37,51,13
42,45,14
38,44,15
42,45,14
41,42,10
42,45,14
44,39,10
42,45,14
40,50,12
42,45,14
46,43,12
42,45,14
38,46,15
42,45,14
41,47,17
42,45,14
43,44,7
42,45,14
43,39,11
42,45,14
41,38,12
42,45,14
38,44,9
42,45,14
39,41,11
42,45,14
48,44,13
42,45,14
39,44,17
42,45,14
40,39,15
27,14,44
33,13,48
27,14,44
21,17,45
27,14,44
22,17,43
27,14,44
24,13,45
27,14,44
29,15,40
27,14,44
22,11,46
27,14,44
24,11,39
27,14,44
31,20,47
27,14,44
28,9,45
27,14,44
30,11,39
27,14,44
30,20,45
27,14,44
26,19,43
27,14,44
33,13,47
27,14,44
28,13,38
27,14,44
26,12,37
3,50,7
0,44,8
3,50,7
5,56,8
3,50,7
1,43,8
3,50,7
1,51,3
3,50,7
4,48,4
3,50,7
10,48,4
3,50,7
8,56,6
3,50,7
4,53,12
3,50,7
2,48,3
3,50,7
5,47,9
3,50,7
0,48,2
3,50,7
8,56,8
3,50,7
1,51,4
3,50,7
7,54,10
3,50,7
0,45,10
3,50,7
7,53,2
3,50,7
2,57,8
3,50,7
5,44,3
48,36,38
43,38,37
48,36,38
45,31,36
48,36,38
43,37,34
48,36,38
54,37,41
48,36,38
47,40,40
48,36,38
51,34,44
48,36,38
50,29,39
48,36,38
45,43,39
48,36,38
55,35,37
48,36,38
41,37,36
48,36,38
51,30,34
48,36,38
45,31,36
48,36,38
47,32,32
48,36,38
49,35,44
48,36,38
50,37,43
8,24,3
4,19,0
8,24,3
7,23,2
8,24,3
4,22,5
8,24,3
9,23,4
8,24,3
11,19,4
8,24,3
11,22,0
8,24,3
13,20,6
8,24,3
5,27,4
8,24,3
7,31,5
8,24,3
2,22,6
8,24,3
11,29,7
8,24,3
3,26,0
8,24,3
3,19,5
8,24,3
6,29,6
8,24,3
12,22,6
8,24,3
4,23,7
8,24,3
13,21,5
8,24,3
11,23,10
11,14,19
16,16,22
11,14,19
16,19,21
11,14,19
14,18,25
11,14,19
14,18,22
11,14,19
16,12,22
11,14,19
7,10,14
11,14,19
4,16,17
11,14,19
10,13,24
11,14,19
13,18,16
11,14,19
7,11,23
11,14,19
12,12,21
11,14,19
15,17,14
11,14,19
15,20,22
11,14,19
14,9,17
11,14,19
8,8,23
11,14,19
14,19,21
11,14,19
15,13,14
11,14,19
13,10,18
11,14,19
13,11,15
11,14,19
8,12,26
11,14,19
10,7,16
11,14,19
5,18,20
11,14,19
13,12,16
11,14,19
14,11,16
12,0,56
8,3,51
12,0,56
17,3,58
12,0,56
13,6,57
12,0,56
15,1,50
12,0,56
7,4,59
12,0,56
14,3,57
48,19,52
49,23,55
48,19,52
43,13,53
48,19,52
54,20,48
48,19,52
45,22,46
48,19,52
44,15,49
48,19,52
49,14,58
48,19,52
44,21,55
48,19,52
45,13,50
48,19,52
41,18,53
48,19,52
52,24,48
48,19,52
46,13,56
48,19,52
54,23,55
48,19,52
45,16,51
48,19,52
47,18,59
48,19,52
53,16,57
46,6,54
43,7,55
46,6,54
40,9,51
46,6,54
48,9,56
46,6,54
40,4,58
46,6,54
47,5,48
46,6,54
42,0,57
46,6,54
47,10,51
46,6,54
47,10,56
46,6,54
43,13,53
46,6,54
50,9,59
46,6,54
45,12,58
46,6,54
41,3,57
46,6,54
44,8,48
46,6,54
44,12,56
46,6,54
50,5,51
46,6,54
45,5,56
46,6,54
51,11,53
46,6,54
42,4,56
46,6,54
41,4,58
46,6,54
44,3,55
46,6,54
49,8,50
46,6,54
49,2,51
59,15,10
52,16,11
59,15,10
55,14,4
59,15,10
54,16,14
59,15,10
52,16,9
59,15,10
58,20,8
59,15,10
52,13,11
59,15,10
58,16,7
59,15,10
54,11,14
59,15,10
54,20,11
59,15,10
53,12,7
59,15,10
58,11,11
59,15,10
58,17,15
59,15,10
56,16,5
59,15,10
57,9,12
59,15,10
55,12,6
59,15,10
54,11,7
59,15,10
56,13,12
59,15,10
54,14,16
14,58,47
21,59,44
14,58,47
9,56,50
14,58,47
17,53,52
14,58,47
20,54,50
14,58,47
13,54,46
14,58,47
18,57,46
14,58,47
8,54,46
14,58,47
16,51,50
14,58,47
18,57,52
14,58,47
15,53,45
14,58,47
17,55,45
14,58,47
20,59,52
14,58,47
17,53,52
14,58,47
18,56,46
14,58,47
13,57,54
14,58,47
16,57,49
21,17,2
23,13,8
21,17,2
24,16,1
21,17,2
24,22,7
21,17,2
26,15,1
21,17,2
17,20,0
21,17,2
23,24,1
21,17,2
26,20,0
21,17,2
20,12,8
21,17,2
16,15,0
21,17,2
24,20,0
21,17,2
27,16,1
21,17,2
24,15,7
57,12,52
56,19,50
57,12,52
58,8,54
57,12,52
59,8,49
57,12,52
55,13,54
57,12,52
54,10,48
57,12,52
54,8,49
57,12,52
58,11,57
57,12,52
51,11,53
57,12,52
52,8,48
57,12,52
58,9,51
57,12,52
55,10,54
57,12,52
56,6,50
57,12,52
56,14,57
57,12,52
53,16,57
56,1,20
59,3,15
56,1,20
52,6,17
56,1,20
58,3,19
56,1,20
50,0,15
56,1,20
54,0,14
56,1,20
55,0,17
56,1,20
57,7,15
56,1,20
57,6,25
56,1,20
54,8,17
56,1,20
54,6,17
56,1,20
59,7,23
26,1,45
19,2,42
26,1,45
32,0,42
26,1,45
24,3,50
26,1,45
32,0,41
26,1,45
28,3,50
26,1,45
23,2,44
26,1,45
19,2,46
26,1,45
30,0,41
26,1,45
23,0,46
26,1,45
30,4,49
26,1,45
24,4,49
26,1,45
25,5,47
26,1,45
29,2,51
26,1,45
23,3,51
26,1,45
27,0,38
29,4,59
25,0,56
29,4,59
30,3,54
29,4,59
34,5,54
29,4,59
26,8,54
29,4,59
22,6,58
29,4,59
34,5,54
29,4,59
27,11,56
29,4,59
35,3,58
29,4,59
24,2,58
29,4,59
30,9,56
29,4,59
33,3,55
29,4,59
26,7,54
29,4,59
23,3,58
29,4,59
34,1,55
29,4,59
34,10,58
40,9,51
43,7,55
40,9,51
46,6,54
40,9,51
41,7,44
40,9,51
43,13,53
40,9,51
35,10,57
40,9,51
36,5,46
40,9,51
34,5,54
40,9,51
39,6,45
40,9,51
34,5,54
40,9,51
46,8,56
40,9,51
44,8,48
40,9,51
34,10,56
40,9,51
44,12,56
40,9,51
39,3,54
40,9,51
44,15,49
40,9,51
43,10,47
40,9,51
46,11,55
40,9,51
36,7,47
40,9,51
39,4,54
40,9,51
45,13,50
40,9,51
42,4,56
40,9,51
38,10,46
40,9,51
36,13,54
40,9,51
42,6,53
40,9,51
41,6,49
37,57,11
34,51,9
37,57,11
42,54,15
37,57,11
41,58,5
37,57,11
34,58,12
37,57,11
33,52,14
37,57,11
40,50,12
37,57,11
36,54,7
37,57,11
42,54,7
37,57,11
32,54,7
37,57,11
41,56,13
37,57,11
33,56,5
37,57,11
36,52,12
37,57,11
42,58,10
37,57,11
42,53,7
37,57,11
42,55,13
37,57,11
35,59,13
21,35,9
17,33,6
21,35,9
17,29,10
21,35,9
19,32,15
21,35,9
22,34,13
21,35,9
24,36,3
21,35,9
24,31,5
21,35,9
18,29,6
21,35,9
15,31,11
21,35,9
24,38,3
21,35,9
19,33,8
21,35,9
22,39,8
21,35,9
25,31,6
21,35,9
22,30,12
21,35,9
25,33,6
21,35,9
20,34,12
21,35,9
18,31,13
21,35,9
16,38,12
21,35,9
24,42,8
21,35,9
22,33,2
21,35,9
22,38,8
21,35,9
23,39,12
21,35,9
23,39,15
21,35,9
19,40,10
21,35,9
28,37,8
21,35,9
22,40,5
21,35,9
20,38,7
21,35,9
24,41,11
7,27,16
6,26,23
7,27,16
6,29,12
7,27,16
4,23,21
7,27,16
5,29,22
7,27,16
10,23,14
7,27,16
12,23,12
7,27,16
8,30,9
7,27,16
8,21,14
7,27,16
5,32,17
7,27,16
4,30,19
7,27,16
4,25,17
7,27,16
3,31,13
7,27,16
4,26,23
7,27,16
12,25,20
7,27,16
5,25,14
7,27,16
5,24,20
7,27,16
10,28,12
7,27,16
9,24,18
17,33,6
21,35,9
17,33,6
11,29,9
17,33,6
23,35,10
17,33,6
24,31,5
17,33,6
18,35,12
17,33,6
13,37,5
17,33,6
15,31,11
17,33,6
16,34,1
17,33,6
11,31,8
17,33,6
10,34,5
17,33,6
13,38,8
17,33,6
14,35,7
17,33,6
11,29,7
17,33,6
20,34,12
17,33,6
18,31,13
17,33,6
16,38,12
17,33,6
21,30,10
17,33,6
22,38,8
17,33,6
16,36,9
17,33,6
21,27,8
17,33,6
18,28,12
17,33,6
12,29,3
17,33,6
20,38,7
5,46,23
3,41,21
5,46,23
7,51,22
5,46,23
3,41,28
5,46,23
6,51,24
5,46,23
10,45,25
5,46,23
6,43,24
5,46,23
6,43,26
5,46,23
3,52,27
5,46,23
7,49,30
5,46,23
6,39,21
5,46,23
12,49,22
5,46,23
1,51,26
5,46,23
10,47,28
5,46,23
4,52,26
5,46,23
9,49,20
5,46,23
2,40,24
5,46,23
7,45,16
5,46,23
6,48,19
5,46,23
10,48,20
59,44,28
56,40,33
59,44,28
58,47,21
59,44,28
55,46,24
59,44,28
56,45,25
59,44,28
58,37,25
59,44,28
57,47,33
59,44,28
56,50,27
59,44,28
58,47,25
59,44,28
58,41,22
59,44,28
54,43,30
59,44,28
58,47,21
59,44,28
57,38,27
59,44,28
54,47,32
51,32,29
48,28,35
51,32,29
53,38,26
51,32,29
48,38,27
51,32,29
47,34,26
51,32,29
49,26,30
51,32,29
49,37,30
51,32,29
52,36,32
51,32,29
47,33,23
51,32,29
57,34,32
51,32,29
57,33,26
51,32,29
54,26,26
51,32,29
45,35,27
51,32,29
49,30,24
51,32,29
45,30,28
51,32,29
53,33,22
51,32,29
48,33,34
51,32,29
54,29,31
51,32,29
54,25,30
51,32,29
52,25,32
3,59,30
0,58,29
3,59,30
7,58,29
3,59,30
10,58,32
3,59,30
4,56,35
3,59,30
5,54,31
3,59,30
7,56,34
3,59,30
10,58,33
3,59,30
9,57,26
3,59,30
8,58,28
3,59,30
8,58,28
3,59,30
9,58,27
3,59,30
1,55,35
3,59,30
1,58,23
3,59,30
2,57,29
48,28,35
51,32,29
48,28,35
55,29,37
48,28,35
47,22,37
48,28,35
45,31,36
48,28,35
49,26,30
48,28,35
51,24,30
48,28,35
44,29,29
48,28,35
51,23,30
48,28,35
45,26,33
48,28,35
51,24,38
48,28,35
47,22,37
48,28,35
53,23,34
48,28,35
50,29,39
48,28,35
46,27,29
48,28,35
51,25,32
48,28,35
45,30,28
48,28,35
51,30,34
48,28,35
45,31,36
48,28,35
47,32,32
48,28,35
54,29,31
48,28,35
46,25,31
48,28,35
52,25,32
40,9,36
37,7,32
40,9,36
35,8,39
40,9,36
36,6,30
40,9,36
37,14,39
40,9,36
38,15,38
40,9,36
41,5,41
40,9,36
36,12,37
40,9,36
41,4,39
40,9,36
43,13,40
40,9,36
36,8,35
40,9,36
37,12,40
40,9,36
36,7,31
40,9,36
43,7,40
40,9,36
45,4,37
40,9,36
37,4,37
40,9,36
35,3,37
40,9,36
36,12,33
40,9,36
47,12,34
40,9,36
37,5,40
40,9,36
39,8,41
40,9,36
39,12,41
23,38,25
19,39,29
23,38,25
20,33,27
23,38,25
29,34,28
23,38,25
18,33,27
23,38,25
29,37,26
23,38,25
24,42,22
23,38,25
17,35,23
23,38,25
22,42,29
26,51,1
27,56,5
26,51,1
30,54,7
26,51,1
20,53,2
26,51,1
29,55,6
26,51,1
23,54,4
26,51,1
21,50,6
26,51,1
22,57,0
26,51,1
32,56,2
26,51,1
22,54,2
35,59,28
33,57,32
35,59,28
28,57,25
35,59,28
29,58,30
35,59,28
30,58,31
35,59,28
34,53,26
35,59,28
31,58,33
35,59,28
42,58,30
44,8,1
43,13,3
44,8,1
46,10,4
44,8,1
41,1,3
44,8,1
50,11,5
44,8,1
49,6,6
44,8,1
42,10,2
44,8,1
41,6,8
44,8,1
47,6,4
44,8,1
40,10,7
44,8,1
49,9,5
44,8,1
39,9,0
44,8,1
46,13,4
44,8,1
40,6,6
44,8,1
48,7,4
44,8,1
47,3,0
44,8,1
40,13,5
44,8,1
39,5,2
44,8,1
48,6,7
44,8,1
42,10,4
50,13,40
52,7,42
50,13,40
52,14,44
50,13,40
52,20,37
50,13,40
52,12,44
50,13,40
52,6,37
50,13,40
48,6,43
50,13,40
51,8,39
50,13,40
46,8,42
50,13,40
55,15,36
50,13,40
47,10,46
50,13,40
47,6,41
50,13,40
52,18,39
50,13,40
47,10,41
50,13,40
54,7,42
50,13,40
49,9,38
50,13,40
47,19,38
50,13,40
52,18,41
50,13,40
53,8,45
50,13,40
54,12,39
50,13,40
48,6,38
50,13,40
55,15,36
50,13,40
51,7,41
50,13,40
47,12,34
14,4,24
12,2,21
14,4,24
19,5,30
14,4,24
13,8,27
14,4,24
18,8,29
14,4,24
13,10,28
14,4,24
16,8,21
14,4,24
18,6,18
14,4,24
15,6,30
14,4,24
10,7,19
14,4,24
20,7,26
14,4,24
11,7,22
14,4,24
15,3,21
14,4,24
16,10,27
14,4,24
9,3,23
14,4,24
16,8,25
14,4,24
15,5,23
14,4,24
8,8,23
14,4,24
18,10,25
14,4,24
17,3,28
14,4,24
10,2,30
14,4,24
17,1,20
14,4,24
16,3,19
14,4,24
16,5,31
34,47,56
39,49,55
34,47,56
39,43,58
34,47,56
33,49,50
34,47,56
28,42,57
34,47,56
36,44,51
34,47,56
30,48,50
34,47,56
38,45,55
34,47,56
38,48,57
34,47,56
37,44,59
34,47,56
41,46,57
34,47,56
27,45,53
34,47,56
31,54,58
34,47,56
29,50,52
34,47,56
32,51,50
34,47,56
27,44,58
34,47,56
32,46,55
34,47,56
38,44,53
3,51,47
7,47,43
3,51,47
9,50,48
3,51,47
4,48,54
3,51,47
7,50,48
3,51,47
7,50,46
3,51,47
6,45,51
3,51,47
8,46,46
3,51,47
8,54,46
3,51,47
2,49,45
3,51,47
1,47,51
3,51,47
1,50,41
3,51,47
2,58,44
3,51,47
6,56,45
3,51,47
6,55,48
3,51,47
5,49,43
3,51,47
6,54,50
3,51,47
1,44,45
3,51,47
0,49,45
3,51,47
0,48,51
3,51,47
9,48,49
3,51,47
8,52,50
3,51,47
0,53,51
3,51,47
4,50,44
25,39,16
22,34,13
25,39,16
23,35,10
25,39,16
24,44,19
25,39,16
27,46,18
25,39,16
18,37,17
25,39,16
28,37,9
25,39,16
21,33,14
25,39,16
20,44,14
25,39,16
27,45,13
25,39,16
24,41,11
25,39,16
30,38,13
52,11,17
46,9,13
52,11,17
57,9,16
52,11,17
51,5,14
52,11,17
54,16,14
52,11,17
49,10,11
52,11,17
53,13,22
52,11,17
50,7,13
52,11,17
54,10,14
52,11,17
54,7,13
52,11,17
49,17,14
52,11,17
49,15,19
52,11,17
53,18,16
52,11,17
57,7,15
52,11,17
57,9,12
52,11,17
47,9,15
52,11,17
56,13,12
52,11,17
54,14,16
28,35,47
26,32,41
28,35,47
33,38,45
28,35,47
29,31,51
28,35,47
29,37,41
28,35,47
31,36,43
28,35,47
32,37,44
28,35,47
30,34,49
28,35,47
25,37,46
28,35,47
26,38,45
28,35,47
24,38,52
28,35,47
35,32,48
28,35,47
24,30,49
28,35,47
23,39,50
28,35,47
30,38,49
28,35,47
21,37,48
28,35,47
32,39,43
28,35,47
23,40,46
28,35,47
30,30,52
28,35,47
33,36,44
28,35,47
21,32,48
28,35,47
26,31,49
28,35,47
27,32,40
28,35,47
32,32,41
28,35,47
34,37,43
28,35,47
33,34,46
28,35,47
27,42,44
28,35,47
32,36,42
28,35,47
31,31,53
54,1,38
52,7,42
54,1,38
56,4,42
54,1,38
51,3,32
54,1,38
52,6,37
54,1,38
47,0,35
54,1,38
51,8,39
54,1,38
58,4,34
54,1,38
49,5,37
54,1,38
57,5,41
54,1,38
57,7,36
54,1,38
58,4,40
54,1,38
50,3,34
54,1,38
51,7,41
54,1,38
50,0,41
55,29,37
48,28,35
55,29,37
56,33,38
55,29,37
53,25,35
55,29,37
57,34,32
55,29,37
51,24,38
55,29,37
53,23,34
55,29,37
51,25,32
55,29,37
51,30,34
55,29,37
52,25,32
55,29,37
53,31,44
15,13,38
13,16,31
15,13,38
13,14,40
15,13,38
9,10,42
15,13,38
9,14,35
15,13,38
17,9,43
15,13,38
10,19,37
15,13,38
14,19,42
15,13,38
16,16,40
15,13,38
10,12,32
15,13,38
11,18,36
15,13,38
14,20,37
15,13,38
13,15,43
15,13,38
14,17,44
15,13,38
18,10,35
15,13,38
17,6,37
15,13,38
18,16,35
15,13,38
12,11,37
15,13,38
12,17,37
15,13,38
14,15,44
15,13,38
11,15,35
15,13,38
17,7,39
15,13,38
22,15,37
15,13,38
